Agency,Platform,Url,Date Sampled,Likes
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,11/9/2012 0:00,314
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,11/9/2012 0:00,722
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,11/9/2012 0:00,1265
SICB1,Facebook,https://www.facebook.com/CB1SI,11/9/2012 0:00,412
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11/9/2012 0:00,558
DCA,Facebook,http://www.facebook.com/NYCDCA,11/9/2012 0:00,772
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,11/9/2012 0:00,887
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,11/9/2012 0:00,602
NYCHA,Facebook,http://www.facebook.com/NYCHA,11/9/2012 0:00,1755
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,11/9/2012 0:00,1322
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,11/9/2012 0:00,2175
Culture,Facebook,https://www.facebook.com/piypnyc,11/9/2012 0:00,1151
SBS,Facebook,http://www.facebook.com/NYCBusiness,11/9/2012 0:00,1506
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,11/9/2012 0:00,1347
DOT,Facebook,http://www.facebook.com/YouTheManNYC,11/9/2012 0:00,1139
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,11/9/2012 0:00,3180
HHC,Facebook,http://www.facebook.com/nychhc,11/9/2012 0:00,1393
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,11/9/2012 0:00,1287
GreeNYC,Facebook,https://www.facebook.com/birdienyc,11/9/2012 0:00,1804
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,11/9/2012 0:00,1987
DOH,Facebook,http://www.facebook.com/NYCKnows,11/9/2012 0:00,
DOE,Facebook,http://www.facebook.com/nycgrads,11/9/2012 0:00,1809
DEP,Facebook,http://www.facebook.com/nycwater,11/9/2012 0:00,3225
MOME,Facebook,https://www.facebook.com/NYCMedia,11/9/2012 0:00,3734
EDC,Facebook,http://www.facebook.com/NYCEDC,11/9/2012 0:00,4199
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,11/9/2012 0:00,6021
DOT,Facebook,http://www.facebook.com/NYCDOT,11/9/2012 0:00,4935
EDC,Facebook,http://www.facebook.com/AppSciNYC,11/9/2012 0:00,4032
DYCD,Facebook,http://www.facebook.com/nycyouth,11/9/2012 0:00,5281
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,11/9/2012 0:00,47599
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,11/9/2012 0:00,7243
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,11/9/2012 0:00,5878
NYCService,Facebook,http://www.facebook.com/nycservice,11/9/2012 0:00,20180
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,11/9/2012 0:00,13904
DOH,Facebook,http://www.facebook.com/nycquits,11/9/2012 0:00,10039
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,11/9/2012 0:00,8041
DOE,Facebook,http://www.facebook.com/fundforpublicschools,11/9/2012 0:00,8392
DPR,Facebook,http://www.facebook.com/nycparks,11/9/2012 0:00,19726
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,11/9/2012 0:00,20180
DOE,Facebook,http://www.facebook.com/NYCschools,11/9/2012 0:00,26727
DOH,Facebook,http://www.facebook.com/NYCcondom,11/9/2012 0:00,19053
NYC & Co,Facebook,http://www.facebook.com/nycgo,11/9/2012 0:00,53804
FDNY,Facebook,http://www.facebook.com/FDNYhome,11/9/2012 0:00,113264
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,11/9/2012 0:00,20
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,11/9/2012 0:00,150
DOB,Facebook,http://www.facebook.com/NYCBuildings,11/9/2012 0:00,1517
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,11/9/2012 0:00,674
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,11/9/2012 0:00,1091
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,11/9/2012 0:00,104
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,11/9/2012 0:00,341
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,11/9/2012 0:00,3517
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,11/9/2012 0:00,167
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,11/9/2012 0:00,2080
MOME,Facebook,http://www.facebook.com/NYCMINY,11/9/2012 0:00,3667
NYC Gov,Facebook,http://www.facebook.com/nycgov,11/9/2012 0:00,46792
NYCCFB,Facebook,http://www.facebook.com/nycvotes,11/9/2012 0:00,318
NYPD,Facebook,https://www.facebook.com/NYPD,11/9/2012 0:00,87069
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,11/9/2012 0:00,78
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,11/9/2012 0:00,145
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,11/9/2012 0:00,101
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,11/9/2012 0:00,123
DOITT,Tumblr,http://nycdoitt.tumblr.com/,11/9/2012 0:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,11/9/2012 0:00,398
DEP,Flickr,http://www.flickr.com/photos/nycep,11/9/2012 0:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,11/9/2012 0:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,11/9/2012 0:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,11/9/2012 0:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,11/9/2012 0:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,11/9/2012 0:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,11/9/2012 0:00,
EDC,Flickr,http://www.flickr.com/nycedc,11/9/2012 0:00,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,11/9/2012 0:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,11/9/2012 0:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,11/9/2012 0:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,11/9/2012 0:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,11/9/2012 0:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,11/9/2012 0:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,11/9/2012 0:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,11/9/2012 0:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,11/9/2012 0:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,11/9/2012 0:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,11/9/2012 0:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,11/9/2012 0:00,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,11/9/2012 0:00,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,11/9/2012 0:00,87
DOH,Foursquare,https://foursquare.com/nychealthy,11/9/2012 0:00,370
DOT,Foursquare,http://foursquare.com/user/7474166,11/9/2012 0:00,4
DPR,Foursquare,https://foursquare.com/nycparks,11/9/2012 0:00,18672
EDC,Foursquare,https://foursquare.com/user/3045331,11/9/2012 0:00,19
FDNY,Foursquare,https://foursquare.com/fdny,11/9/2012 0:00,824
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,11/9/2012 0:00,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,11/9/2012 0:00,34683
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,11/9/2012 0:00,11256
NYCHA,Foursquare,https://foursquare.com/nycha,11/9/2012 0:00,82
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,11/9/2012 0:00,29448
DOT,Instagram,http://web.stagram.com/n/nyc_dot,11/9/2012 0:00,36
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,11/9/2012 0:00,12924
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,11/9/2012 0:00,26581
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,11/9/2012 0:00,28000
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,11/9/2012 0:00,987
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,11/9/2012 0:00,960
DOT,iPhone app,You The Man,11/9/2012 0:00,2713
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,11/9/2012 0:00,5877
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,11/9/2012 0:00,2580
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,11/9/2012 0:00,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,11/9/2012 0:00,526
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,11/9/2012 0:00,1882
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,11/9/2012 0:00,21142
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,11/9/2012 0:00,1082
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,11/9/2012 0:00,3275
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,11/9/2012 0:00,71
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,11/9/2012 0:00,151
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,11/9/2012 0:00,1438
SBS,Linked-In,http://www.linkedin.com/company/workforce1,11/9/2012 0:00,27
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,11/9/2012 0:00,71
DOE,Newsletter,,11/9/2012 0:00,370351
DOT,Newsletter,,11/9/2012 0:00,80831
NYC Digital: external newsletter,Newsletter,,11/9/2012 0:00,205
NYC Gov,Newsletter,0,11/9/2012 0:00,594039
NYCHA,Newsletter,,11/9/2012 0:00,44983
OEM,Newsletter,,11/9/2012 0:00,47473
,nyc.gov,2800000,11/9/2012 0:00,
nycgov,Pinterest,http://pinterest.com/nycgov,11/9/2012 0:00,68
DOH,Pinterest,http://pinterest.com/nychealth,11/9/2012 0:00,9
FDNY,Pinterest,http://pinterest.com/fdnyhome/,11/9/2012 0:00,78
DRIS,Pinterest,http://pinterest.com/recordsnyc,11/9/2012 0:00,1
NYC Digital,Tumblr,http://nycdigital.tumblr.com,11/9/2012 0:00,17125
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,11/9/2012 0:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,11/9/2012 0:00,
DOH,Tumblr,http://nychealth.tumblr.com/,11/9/2012 0:00,54
DOH,Tumblr,http://mygooddognyc.tumblr.com/,11/9/2012 0:00,28
DOT,Tumblr,http://thedailypothole.tumblr.com ,11/9/2012 0:00,10747
EDC,Tumblr,http://nycedc.tumblr.com/,11/9/2012 0:00,44766
HRA,Tumblr,http://nycdads.tumblr.com,11/9/2012 0:00,
NYC & Co,Tumblr,nycgo.tumblr.com,11/9/2012 0:00,1247
NYC Digital,Tumblr,madeinny.tumblr.com,11/9/2012 0:00,93
NYC Digital,Tumblr,http://nycopendata.tumblr.com,11/9/2012 0:00,368
NYC Gov,Tumblr,nycgov.tumblr.com,11/9/2012 0:00,22733
OEM,Tumblr,http://nyccert.tumblr.com/,11/9/2012 0:00,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,11/9/2012 0:00,
OMB,Tumblr,http://nycarra.tumblr.com,11/9/2012 0:00,
TLC,Tumblr,http://nyctlc.tumblr.com/,11/9/2012 0:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,11/9/2012 0:00,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,11/9/2012 0:00,5
FDNY,Tumblr,http://fdny.tumblr.com/,11/9/2012 0:00,259
SBS,Tumblr,http://nycheighborhoods.tumblr.com,11/9/2012 0:00,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,11/9/2012 0:00,53
SBS,Twitter,https://twitter.com/NYCWorkforce1,11/9/2012 0:00,704
City Store,Twitter,http://twitter.com/citystorenyc,11/9/2012 0:00,494
LPC,Twitter,https://twitter.com/NYCLPC,11/9/2012 0:00,788
DOE,Twitter,http://twitter.com/alumny,11/9/2012 0:00,194
OEM,Twitter,http://twitter.com/NYCOEM,11/9/2012 0:00,4437
NYC & Co,Twitter,http://twitter.com/nycgoshop,11/9/2012 0:00,389
LMEC,Twitter,http://twitter.com/nyclmew,11/9/2012 0:00,480
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,11/9/2012 0:00,317
HRA,Twitter,http://twitter.com/nychra,11/9/2012 0:00,1045
NYC Digital,Twitter,http://twitter.com/nycdigital,11/9/2012 0:00,2977
energyNYC,Twitter,http://twitter.com/energy_nyc,11/9/2012 0:00,1065
DFTA,Twitter,http://twitter.com/NYCaging,11/9/2012 0:00,917
DOE,Twitter,http://twitter.com/TheFundforPS,11/9/2012 0:00,701
MOPD,Twitter,http://twitter.com/nyc_mopd,11/9/2012 0:00,958
NYCCFB,Twitter,http://twitter.com/NYCCFB,11/9/2012 0:00,1009
EDC,Twitter,http://twitter.com/AppSciNYC,11/9/2012 0:00,1608
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,11/9/2012 0:00,1134
DOE,Twitter,http://twitter.com/nyctf,11/9/2012 0:00,1026
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,11/9/2012 0:00,941
City Charter,Twitter,http://twitter.com/CityCharterNYC,11/9/2012 0:00,890
DFTA,Twitter,http://www.twitter.com/timebanksnyc,11/9/2012 0:00,954
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,11/9/2012 0:00,2005
MOME,Twitter,http://www.twitter.com/madeinny,11/9/2012 0:00,4351
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,11/9/2012 0:00,2285
DOI,Twitter,http://twitter.com/DOINews,11/9/2012 0:00,2458
DCA,Twitter,http://twitter.com/nycdca,11/9/2012 0:00,2995
DOE,Twitter,http://twitter.com/iteachnyc,11/9/2012 0:00,1673
CAU,Twitter,www.twitter.com/mayorscau,11/9/2012 0:00,2585
HHC,Twitter,http://twitter.com/HHCnyc,11/9/2012 0:00,3665
MOIA,Twitter,https://twitter.com/NYCimmigrants,11/9/2012 0:00,2875
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,11/9/2012 0:00,3458
DEP,Twitter,http://twitter.com/nycwater,11/9/2012 0:00,4799
DOITT,Twitter,http://twitter.com/nycdoitt,11/9/2012 0:00,4323
PlaNYC,Twitter,http://twitter.com/PlaNYC,11/9/2012 0:00,4663
DYCD,Twitter,http://twitter.com/nycyouth,11/9/2012 0:00,4065
NYCService,Twitter,http://twitter.com/nycservice,11/9/2012 0:00,7530
TLC,Twitter,http://twitter.com/NYCTaxi,11/9/2012 0:00,4572
DOB,Twitter,http://twitter.com/nyc_buildings,11/9/2012 0:00,5578
NYCHA,Twitter,http://twitter.com/NYCHA,11/9/2012 0:00,5253
MOME,Twitter,http://www.twitter.com/nyc_media,11/9/2012 0:00,9722
EDC,Twitter,http://twitter.com/nycedc,11/9/2012 0:00,10645
DOH,Twitter,http://twitter.com/nycHealthy,11/9/2012 0:00,11904
NYC Digital,Twitter,http://twitter.com/nycgov,11/9/2012 0:00,49680
311,Twitter,http://www.twitter.com/NYCASP,11/9/2012 0:00,13387
DOT,Twitter,http://twitter.com/NYC_DOT,11/9/2012 0:00,21262
FDNY,Twitter,http://www.twitter.com/FDNY,11/9/2012 0:00,56367
DOE,Twitter,http://twitter.com/NYCSchools,11/9/2012 0:00,31533
DPR,Twitter,http://twitter.com/NYCParks,11/9/2012 0:00,31950
NYPD,Twitter,http://twitter.com/NYPDnews,11/9/2012 0:00,47780
311,Twitter,http://www.twitter.com/311NYC,11/9/2012 0:00,38011
OEM,Twitter,http://twitter.com/NotifyNYC,11/9/2012 0:00,57013
NYC & Co,Twitter,http://twitter.com/nycgo,11/9/2012 0:00,68856
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,11/9/2012 0:00,126661
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11/9/2012 0:00,1532
DHS,Twitter,www.twitter.com/nycdhs,11/9/2012 0:00,675
DOF,Twitter,https://twitter.com/nycfinance,11/9/2012 0:00,1245
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,11/9/2012 0:00,797
DSNY,Twitter,www.twitter.com/nycrecycles,11/9/2012 0:00,302
FDNY,Twitter,https://twitter.com/joinFDNY,11/9/2012 0:00,2023
Materials for the Arts,Twitter,https://twitter.com/mftanyc,11/9/2012 0:00,2432
MOAE,Twitter,http://twitter.com/youcantoonyc,11/9/2012 0:00,94
NYC Digital,Twitter,https://twitter.com/nycgob,11/9/2012 0:00,1327
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,11/9/2012 0:00,436
NYCCFB,Twitter,http://twitter.com/NYCVotes,11/9/2012 0:00,536
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,11/9/2012 0:00,185
Prob,Twitter,www.twitter.com/nycprobation,11/9/2012 0:00,340
Vets,Twitter,http://twitter.com/NYCVeterans,11/9/2012 0:00,487
DRIS,Twitter,https://twitter.com/NYCRecords,11/9/2012 0:00,75
YMI,Twitter,http://www.twitter.com/nycyoungmen,11/9/2012 0:00,144
DOE,Vimeo,http://vimeo.com/nycschools,11/9/2012 0:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,11/9/2012 0:00,
311,WordPress,http://311nyc.wordpress.com/,11/9/2012 0:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,11/9/2012 0:00,
DOITT,WordPress,http://nycitt.wordpress.com/,11/9/2012 0:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,11/9/2012 0:00,
HHS,WordPress,http://hsdata-nyc.org,11/9/2012 0:00,
LMEC,WordPress,http://lmew.wordpress.com/,11/9/2012 0:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,11/9/2012 0:00,4647
MOIA,WordPress,http://ihwnyc.wordpress.com,11/9/2012 0:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,11/9/2012 0:00,
SBS,WordPress,http://workforce1.org,11/9/2012 0:00,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,11/9/2012 0:00,
DOE,YouTube,http://www.youtube.com/thefundforps,11/9/2012 0:00,
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,11/9/2012 0:00,1
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,11/9/2012 0:00,7
Probation,YouTube,http://www.youtube.com/NYCProbation,11/9/2012 0:00,14
DOITT,YouTube,http://www.youtube.com/doittnews,11/9/2012 0:00,37
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,11/9/2012 0:00,26
HRA,YouTube,http://www.youtube.com/user/HRANYC,11/9/2012 0:00,44
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,11/9/2012 0:00,53
HHC,YouTube,http://www.youtube.com/HHCnyc,11/9/2012 0:00,62
DOE,YouTube,http://www.youtube.com/nycschools,11/9/2012 0:00,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,11/9/2012 0:00,60
OEM,YouTube,http://www.youtube.com/nycoem,11/9/2012 0:00,98
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,11/9/2012 0:00,101
EDC,YouTube,http://www.youtube.com/NYCEDC,11/9/2012 0:00,163
MOME,YouTube,http://www.youtube.com/nycmedia25,11/9/2012 0:00,256
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,11/9/2012 0:00,311
DOT,YouTube,http://www.youtube.com/NYCDOT,11/9/2012 0:00,381
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,11/9/2012 0:00,1338
NYPD,YouTube,http://www.youtube.com/nypd,11/9/2012 0:00,3649
DOH,YouTube,http://www.youtube.com/NYCHealth,11/9/2012 0:00,196
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,11/9/2012 0:00,2097
Child Services,Youtube,http://www.youtube.com/user/childservices,11/9/2012 0:00,12
DCA,YouTube,http://www.youtube.com/nycdca,11/9/2012 0:00,32
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,11/9/2012 0:00,0
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,11/9/2012 0:00,245
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,11/9/2012 0:00,19
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,11/9/2012 0:00,4
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,11/9/2012 0:00,23
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,11/9/2012 0:00,18
NYC Gov,YouTube,http://www.youtube.com/nycgov,11/9/2012 0:00,40
NYC Water,Youtube,http://www.youtube.com/nycwater,11/9/2012 0:00,31
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,11/9/2012 0:00,4
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,11/9/2012 0:00,89
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,11/9/2012 0:00,1062
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,11/9/2012 0:00,16
TOTAL,TOTAL,TOTAL,11/9/2012 0:00,2785806
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,11/2/2012 0:00,18
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,11/2/2012 0:00,200
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,11/2/2012 0:00,332
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,11/2/2012 0:00,257
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,11/2/2012 0:00,362
MOIA,Facebook,http://www.facebook.com/ihwnyc,11/2/2012 0:00,418
City Store,Facebook,http://www.facebook.com/citystorenyc,11/2/2012 0:00,339
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,11/2/2012 0:00,357
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,11/2/2012 0:00,315
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,11/2/2012 0:00,490
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,11/2/2012 0:00,321
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,11/2/2012 0:00,424
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,11/2/2012 0:00,459
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,11/2/2012 0:00,319
DFTA,Facebook,http://www.facebook.com/timebanksnyc,11/2/2012 0:00,368
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,11/2/2012 0:00,580
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,11/2/2012 0:00,455
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,11/2/2012 0:00,591
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,11/2/2012 0:00,551
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,11/2/2012 0:00,512
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,11/2/2012 0:00,293
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,11/2/2012 0:00,566
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,11/2/2012 0:00,311
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,11/2/2012 0:00,715
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,11/2/2012 0:00,1196
SICB1,Facebook,https://www.facebook.com/CB1SI,11/2/2012 0:00,396
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11/2/2012 0:00,553
DCA,Facebook,http://www.facebook.com/NYCDCA,11/2/2012 0:00,763
